Isomer_Name,Full_Algebraic_Signature
CCC.CCC(CC)C1CCC(CC1)C,07674B3EDE3DF004D3D84431D2DEC4D5B94ADB494A03C3DC58E4A5916F5BB90913F998A985468F285FA2F1B454CAFB4A84ABE5CAA555B9189A655E52E6FB494F13F998A985468F285FA2F1B454CAFB4A84ABE5CAA555B9189A655E52E6FB494F49522148F844F25DC30AA8EAF8DA48A4713923979BF9835689BFD53B658D4F4449522148F844F25DC30AA8EAF8DA48A4713923979BF9835689BFD53B658D4F444D992C5418675E004137DCF0993C44FEE2A5824E27AE2E544BA961E315E2C1F14D992C5418675E004137DCF0993C44FEE2A5824E27AE2E544BA961E315E2C1F16E38471401C8DE2AE4D96288E188BC5DE7F89394C0E1DF08F7583F5CD80919F96E38471401C8DE2AE4D96288E188BC5DE7F89394C0E1DF08F7583F5CD80919F97A139AA6EDFE67C51435066859A3659DACC09F8455940D6BDD40DD7F28D34DB97A139AA6EDFE67C51435066859A3659DACC09F8455940D6BDD40DD7F28D34DB982027790B1C3116D32A0BDE313563593DAB78BA58BDCA73726071D0971323CA2853C0FE55267E9DA13DB68691EEEB11B13D187A278EA18258E4A3DE8E1614F6887381F89529079E8DB8578BEB6866A57C2F9A3E4AB9062F6873FD0806E4B5093CDB78D0992DED4EFE4E8F08D6FE6B8712D3A93582B5450B6F79D8F91194D99FF
C.CC1CCCC(C1CCC(C)C)(C)C,0DCBFBDAC4E75B417D2E7E50FEBB87E9AC3FB17D052BB36A0805A184B41ED98E600B7C0D35C953E84AB3309D3C5AB74A13DEA735D615520EC5DE7E2F3EAACC7361660B4B48316A4948EF87A3E0945D21438BF3CFB7B788372B89E7488A3598D76BF82C9A6B0FF126F817CBE6180879DE58D979B6800147325011EC8E39E33D54ACE0689F6FB09F0C078BA667F82230B18CC1B053F2C82EFB57922EE13437E376C3D69F2F3D5A1D2250D371865A3C78EB6A76DE48DB6377D98521FE23889C511FC44B40990204171BBF3AE8D328551C9076EE37634AC2B97A0608912311D5A8F6C44B40990204171BBF3AE8D328551C9076EE37634AC2B97A0608912311D5A8F6C8732B51F7E747DE18689D5DD8427625795C88F4E7D0EB18430F1B3FBFEA912EC8F5C1647F00EC34D2D8079388099B04344635161D00E9C7031118EE6A945B16D0DD5BED0B2313E0D0B81E3DB0511A43A25C63CF913155340EEE9F35816AC354D0DD5BED0B2313E0D0B81E3DB0511A43A25C63CF913155340EEE9F35816AC354E264325F845079DFA9947A82E32B05741F74283CE7CA19D2B12747B8D1D03AF2E44A2124D6844B2622EDF317031E82ED18281DEF3B6C1E602DC6DE2B47FF7A73F5665E067F64DEBB82AC57C883DBAC11B27BB57B9791E1094D73373641765125
CCCCC(C)C(C)C(C)(C)C(C)CC,1357B257D7DA9075579F1D691268906876E0A86B40C2E152F255FACE47FA8E6054F483382B724D301C9FED339FE7B994EF8CEBBB14F93A9FDB697F5829973A5B5D96B9861468F5600573EABAED7CAEDBE1A2EE17C60436EED9B47BDBB3F34E4263BFE931E272D1AB45DC60B91B3305F71448C6F5FCF348CD69E629059EC935307FF6B3269F41E4878BB1BB90005853EB2BAA9E7E4ED1B0D1DA519378C46AF64C99DD19AF7A6E44E495B9B2072FE062BDB6311D25CC838C73FD89E90F840E5EDCB81F5CF6ECE44F7A59E2B941D96F73FF8F1D566E664D16F42FA203BA74101C45C024498A813F3DEC7D23E40AD95022591CFFF610DBDD9CAE16353BACA7AAE5B2D41ADC53BE5273E75F89734A9CE893241DBF5397EBE0A830F995535FFAA7824FDED1E1A940E8E31233B1A5806BEB4DD249A81A37D5111C259FAE80BD90D00314E5DDCECB9598F89A6977586A73EC6DC162C988257FCA19F349B87D99AFEF2618F45ABDB31A0D5B3AB0376328111A214154A226D216D77761D46A5A4A924E522FF609DEBB3CF90EEA03948397068B677FB6F1B2FD391119436C6326515BAAF2C8F609DEBB3CF90EEA03948397068B677FB6F1B2FD391119436C6326515BAAF2C8F9ADF9B94099FF5B8DC06BF7D8D5A2FEB4A6DD80179F3EED7F4C905BD9F7F922
CCC(C)C(C)C(C)C(C)(C)C(C)CC,271C9CF010857613E77807E9FF3F6CBD489ACE07B25B706D99B84102FDC0E5532B9EA2DE8F525DBB3A2BC1AB1F61D4860DF288485B6BFA5C14C8E9BF77406C802F0F8CF870BE0B2100F709915D26E9125EA078837BA497ABFD0E13B8170B76293FF78906B58F4F7FFA558F88C588359146FBD85CF5D49793217A518E0F27C97E3FF78906B58F4F7FFA558F88C588359146FBD85CF5D49793217A518E0F27C97E6332A8B78255891265FD749EDD050494CD6740E000B67ED09FA40CE6A39FFFFD657901CA93966B0BAAB7A4C6CBAECB70C9A631F3BEDAD3318938E20E885F1C14758C994EE3CDEE61D099F05E6F78CE3FFBC183326B216E4E88958C8296E0215F7B18DC421FA1DA33BCAEBC93BA6F78B1C7F565A81004FB3AE05679EF4C2E945487979CEB527D5A59366F8E24323CECFB58E51F5587A0652E8EB573C6885050778ACEED8E4C6C73224E85834D21B10AC453483F7B75886DF465D112BEB1126B79997260F0BC50BF87F2E2B6500767A97C3F1C09CBF4CF765E63AA2A79AF6A1D14B563AD9FB540DE28663C2CE457420001FF0E39EE825F3223721BC3C2B3BC94B5E71444B0E00582A08C5406BE826FFF4958F88B10D18B480761C06BE14B5F2819EC08C08B1B2EEEB7BA738C8A90B494CDADA226EC5B96B724931A9236F90DEF1D
CCC(C)(CC)CCCC(C)(CC)CC,57478D4813555C211EE67B98CED7702E63054A9D1D54CBC778E159F10942C54357478D4813555C211EE67B98CED7702E63054A9D1D54CBC778E159F10942C543A00587B9F4FF9160E6C08DAD7BA93888EC17C4BECC75C523CB494B84243E6320A00587B9F4FF9160E6C08DAD7BA93888EC17C4BECC75C523CB494B84243E6320B4B4EBB4A2E77933506D9A219A7F9D668EFBB82D0158AE99EDAB872F08E9D948B4B4EBB4A2E77933506D9A219A7F9D668EFBB82D0158AE99EDAB872F08E9D948B4B4EBB4A2E77933506D9A219A7F9D668EFBB82D0158AE99EDAB872F08E9D948B4B4EBB4A2E77933506D9A219A7F9D668EFBB82D0158AE99EDAB872F08E9D948D56590DC96C6DFE1B42D4274F95152BAE7961605C3FC305E03775DAB3A2E883BF81023D245068C8622C0FDAED89169220D6D2F1B13ADD713A8960372A851AFECF81023D245068C8622C0FDAED89169220D6D2F1B13ADD713A8960372A851AFECF81023D245068C8622C0FDAED89169220D6D2F1B13ADD713A8960372A851AFECF81023D245068C8622C0FDAED89169220D6D2F1B13ADD713A8960372A851AFECFDE8D2F2C553375DE6A9A3D14058FE5E54B50E2EE7D0F1C27DFAD135624F9B7EFDE8D2F2C553375DE6A9A3D14058FE5E54B50E2EE7D0F1C27DFAD135624F9B7E
CCCCC(CC)C(C(C)C)C(C)(C)C,2508F80FD57E2691064F598BAE4C9C02909015A8BCBAFEB5DBEE8852F8B54F122508F80FD57E2691064F598BAE4C9C02909015A8BCBAFEB5DBEE8852F8B54F1229C9415A5D3DA90CF8BF0BC8702989C3EF1F285AA9B717A54DCC03A4E9C867792EA4962480D5D20AF5E81C98F133752C32FEDA2F65E150E502E26E558CC4113A74948047797BB311A93412570F9051B579AED560B47360B54B240F55667719AE8AC0B35B6F1C1E7F125C3D08A04AD933BF46F4F5A149DB8A35EA0CBAFE1009EE8C7C1AAEF76196A7FDE5F1AD66D6B7A46104E3765F1C9D3DD18C423E97543FC59DB21D08693F9C2D1686A3C8F37483D95548EEC3098065A57F25CE897EBA898D9FF5E2D7777B4E29E9D2150F42248771CC843D6A3237AAB1259EF16213254A60C1EACF33A7D3E9CBC65FA0B4B89E0BC0542B000DCA52FE197436E69D6E8E3E52C742DCEC2C542A9F1FB9E43ADCB53E969E28373652AA3DCAB75C61B997FA7C7FF14645718693A93B22C83EAC889D2D14220327E3B10FACEDBCF1206AEC7EC760F14645718693A93B22C83EAC889D2D14220327E3B10FACEDBCF1206AEC7EC760F14645718693A93B22C83EAC889D2D14220327E3B10FACEDBCF1206AEC7EC760F9D1381D3B2A1221289663DCC808990B30A7D60EDC56558FC7888AFA7EF714A3
CC(C)CC(C)CC(C)C(C)CC(C)C,0FA55C980C9EF825BBB9EEED5CF3AD5FCD683FA3F60934F98DC31A8E15752CD60FA55C980C9EF825BBB9EEED5CF3AD5FCD683FA3F60934F98DC31A8E15752CD62A3D8B01DE0DC81476A0238468EB86A79D342E248E17F5FF316B24F4F7F5768C469407D83727E12AB650E03BD0478E474818666D5C6C1949CFA64B783B626B0B6BCDE9E4D03B1DDC73D88E20312A4FAF124C3A80F096C62B8871032E6335A1778301C99295BA2D45D4E3143B08D9BBEDBE12858ED436AFBD95CE631D9E9A01F688518AE7357A9F410E4C61185A9D50252C6E4DCEC63F733A5889E35C16243480927519000CF61991F9901D89FEE43005C1E86E8BAD5B76FA7F834ECEA0667F069D7F270D324B982796371AC0E834C1371477D7158A8A6B16139B5671E7223CFBA1D4CB7E1E2A1ECC6463D4D6497B512C292B8DD70EF4DA865DAA0B628E7C03A6A1D4CB7E1E2A1ECC6463D4D6497B512C292B8DD70EF4DA865DAA0B628E7C03A6BE9F9191767040A6969CE2CEBCB54A7A86958D860460F787F591A87B0A5E4276C144692903CFB065F2F03509177D9530B2029E983241E217486F42130EAE2987C2EABE325624A22CB4A84250780FD3924EECA36C64EDC932C755DAD2BB968B98CA516C0230656224BC14B358A6FC9B8643B108F48F07C86DCCBBAB9EFB1BE6B9
CCCCCCC(CCCC)CCCC,09E7AF6D842239ACB429A521D3C4CB7EEEAB2A803A5C52B1C9AF0E2FD56870B73E48F6B801F3C92B4465C35098A0F57FB7A5265E8630E5DC2A5B03BBEA745D4142D3AD5EBE76D581CB4848EE0DE77C2EAD14A3C014256505257AA44E9A1C3DC144F6B9631F7FC3F57F36BA6C22FEE18C8BCC9DAF7C2B62C6F7AB916CADA15A6477238A9B6DBD09E9B46AE184F1708C241DB4A9FCAE32FDA1522055CDFD8AF0297DED1B4F672F71256541FAE80E673AF5DEA020F6F8661BA0BF2073E5F5862E167DED1B4F672F71256541FAE80E673AF5DEA020F6F8661BA0BF2073E5F5862E16AD7774C743B5DFA1122390D9D86F286CE777EFAA4B6C0A9763B179EA85EB658AB2D3FC252135BD31DA6D48451E73177018FF0AB6D83145F3000817AD2C710F23B2D3FC252135BD31DA6D48451E73177018FF0AB6D83145F3000817AD2C710F23C6B9940A6D4B5A7C3FA815DD752CB4E680ADB4C287B48552C20819015943FA72D57D1E38597BF8A0159281CD33BE1F55BB86AB49F6F58797A8DEB6C83651DC38D57D1E38597BF8A0159281CD33BE1F55BB86AB49F6F58797A8DEB6C83651DC38DB8806C12F0D27CAFE1E9AF8539D2A267D23F47D63313DD0201F631738258469DB8806C12F0D27CAFE1E9AF8539D2A267D23F47D63313DD0201F631738258469
CC(C)C(C)(C)CC(C)(C)CC(C)(C)C,08DD64B9080E6A8C81051BD5AD25A9F3C2BD56B6210EF3133EDFD7F0D7CBC87C2C252198BDBBCBFB8D81CBD9AB106CD921B237668D8F88DAA35575DF1F1F74DF4EDB4232A0B648C8B5911CD45F44A5630D9C1884F113B52A883CB98B1E11B95A57666152BBBFDB9DF495C536B84A76339CEF66E15D60F7FE72DB3949F68392DB67E33F2720C415972AF01DBCF6F2520A530A89049D3C69376F2F92F1E2027D4F7D67125E38CB160EA285343A25A0202107EDA364EC28E8332475048B8DEB597B7D67125E38CB160EA285343A25A0202107EDA364EC28E8332475048B8DEB597B7D67125E38CB160EA285343A25A0202107EDA364EC28E8332475048B8DEB597B8D88780312135291D0C0D5E467808E20C4DFDF103C1C35612226AB08BE414EC68D88780312135291D0C0D5E467808E20C4DFDF103C1C35612226AB08BE414EC6DDE39DB61234EFBA66D0AB31350FD4B4ACDDFFB98546FEFCAF54BFD63F2E3D91DDE39DB61234EFBA66D0AB31350FD4B4ACDDFFB98546FEFCAF54BFD63F2E3D91E777CD9E791BC53B35ABA764BE74CA1AB0435DCF16BCE5EDE176F081012EF5DFF1640B6088F34E5F9AB68989DA1161F7A7B69D2FA6F7E59F1FB7454589BACFFCF1640B6088F34E5F9AB68989DA1161F7A7B69D2FA6F7E59F1FB7454589BACFFC
CCCCCC(CCC)(CCC)CCC,1BF0D7157A64EC6EA38FD63202184FB0F9182E4B81A0739D40C9C66BC40A7DADB7B695BE7DBB2C604E26640B45F1E460371D6B36D6DB7441881D17A49B2C6BBABB516B4574D54F000C9FC336A51E5E29FCCABA67C9AF3AA2813E188773EC4BF6BB8EFAA58B0172AE85E97D466E1A828C7DC1EF7D2130D0130244A2144ACB7CCEBCBF6D608A1DA7BC88E32F487054457693DC3ADF796B7B8E82B75A337AFD4E22BCBF6D608A1DA7BC88E32F487054457693DC3ADF796B7B8E82B75A337AFD4E22BCBF6D608A1DA7BC88E32F487054457693DC3ADF796B7B8E82B75A337AFD4E22CA631B6C773EC9C43B9799FED9E6233A3C67A91517DF928B466F5D71C11846FCCA631B6C773EC9C43B9799FED9E6233A3C67A91517DF928B466F5D71C11846FCCA631B6C773EC9C43B9799FED9E6233A3C67A91517DF928B466F5D71C11846FCD37DF99FC7F7759C039F556BEB052BE26E526BED46E45AD0844B6C6845723B8DDE0586FE8BECBD2FD98F041FD78AE0AB59DB26022FEE58F948090B2D5EAD8F0DE49C14B396DFF8337E871CFA449E4967BB42BED380BB0347DCB2DAE4BFBE8632E49C14B396DFF8337E871CFA449E4967BB42BED380BB0347DCB2DAE4BFBE8632E49C14B396DFF8337E871CFA449E4967BB42BED380BB0347DCB2DAE4BFBE8632
CCC(CC)(CC(C)C)C(C)C(C)(C)C,130D4EF302298F0663A5EB4CE5F2D76FDB8EFEEE12B582AFC14861725400238B2FD7A81D2E48031DA938CB54E6674E5B30F6B164BF37AEFBB83CF81AC34AB2DE2FD7A81D2E48031DA938CB54E6674E5B30F6B164BF37AEFBB83CF81AC34AB2DE3DBFC0446B008A08914623C7FF5230D595563E9875070C7ACD26BE1309C300BB43CF1E72FE74C0F10A8E0583D350A07F1037C7F261C1F324898B0AFE026FFF0565646261915D43E0931684B5B044BB096D0C159E7D7E2B24C056026D2A9B8EF268723641B818FE4C611B5DA2A1A9A8C93CE7FEEE51221B79400552DC918683F78B9D9C528C7EF15099B27962B69D59DBC9A9EFB0E4AAEC43114A5B0DC6217D72A4935463399F5C982F1776D94D75C70232330CF6D83ECA539FCC6A93E6F4B6F2A4935463399F5C982F1776D94D75C70232330CF6D83ECA539FCC6A93E6F4B6F2A4935463399F5C982F1776D94D75C70232330CF6D83ECA539FCC6A93E6F4B6F2E644346B4CF21B58F82B9A7CFCFF70947131D5E934FE5BB4F9AB90B29B4EB7F6E644346B4CF21B58F82B9A7CFCFF70947131D5E934FE5BB4F9AB90B29B4EB7F6FA31346EE3CB761DD91D134CC266AFCD6DF1BDE0AD84A93BB41E5B17F09B0A99FA31346EE3CB761DD91D134CC266AFCD6DF1BDE0AD84A93BB41E5B17F09B0A99
CCC(C)CC(C)(CC)C(C)CC(C)C,00477984EF786BA3A72A8CDE23E5C13BC4700CBEBEDF5956B9DE54367230E4760AEDB1E53255B147736ED687FC16871D3E9E8A0BE371CC67E9301FA082615D0F2BE7F93B4129328EE18E90D7DA0AB6CA64E8F331600DCE5D9A09A44F001F0EF730DDB81C2EECDC90316762AFBC0B2FEDE3AB7346009B0BB44E477C1C47CC782B35B320130E9FBF855954ADB530387BCC8DB6BC96020C1844C22DC93B0399E48745D0B02CFD4F38A68191C16323F14C68CCAE9EF409B8B3D12C3EFB12C972B09E4D1CBF9C454D1003FE7E803DC032D2330594DFBB4B5950838AB625DC362ACFE6583C0ABAA39F511148CD4161DC6A311C348476EE2D64D6B339DE3192F674EF30583C0ABAA39F511148CD4161DC6A311C348476EE2D64D6B339DE3192F674EF305B032BB47DA80B5C7968E1BA00024CCA82CCCE21306EA018A3BB0B98069A0D0C5ED310F465FDFC53F66BDD9922E3672902BBDA63127D673E01F1E907EA8F87B999EA82BC91641EE41565EEB04752078D74D09B161F1652B8EEFCD94ACE6275B5DB2EEA97400FFC1543EA85FD5C6F6439A536723D93380579CC636201EE7EA5CAF221F302B9A5E00B6DD6D354F3307645EFABC5FED6379A057B8518D6FEDA4D74FBAEBDC85617A7CF96B4EB74EA20BB21813BB932FD6EFBCCC0FBB044C28A57C0
CCCC(C)CCC(CC)(CC)CCC,069440A81AAC6AA3FBFF128EC0A7CD8D8695B1BCF9690B3B112C2385CBB2959A069440A81AAC6AA3FBFF128EC0A7CD8D8695B1BCF9690B3B112C2385CBB2959A27E796DA3929F9AF2D2164D54B39D7DBF1F120F21FF4ECDD6D8D656FC8B1C8F927F8AC02325A4EBF2DD5B130EF787A5487E077DD883EC5F46CE83C0DF04FE28442FAF691D91BFAC262CD745B5F36D5C790E1DE1D34BC3FB276431BCDF84EDCB25BB166EBD5A729BD1BFA7838FCFB0E9B7A317450C8D5AF511CAE49E96A3BC30D5BB166EBD5A729BD1BFA7838FCFB0E9B7A317450C8D5AF511CAE49E96A3BC30D5F8034FBA9D4E7C5BA9E9DFC9AC8BE3A2DF5F94B3E67FB3CB1396A6C96D6A599661F0FA2F08664ECEAF719B54177F1C21CF843113D9E0D3D8B0F70F15AA68A9B7950AF78B9053C12428F71B03A6CD0B98243BB26AA304AA27B550C6C86697525C0F1A1DE53D08E3FC9B638F35A44C67C6F8B307730CDD5898EE22B6EF54859AFDDE8826078992A0EEDAAD6E2A413158305394AAAF53B84F068AB396A2497E363E3886E7B915F74D6FF0FB01110A4D7587E268F929C8FDD0A049A88ED0E493999E88C16DAC071FCA94EB829F33C5A44823169C77C80790836D525592E303BC05FFAFBEF3A7AC7AC451C9A9ADA454D43F8C95B1192D6CCE9A9462E7005CFB99046
CCCCCC(C)(C(C)(C)C)C(C)(C)C,0A1EC13DA06F8DB9A0B90A2D965BAEC60EE3E0D05CD2548896F2EC1583DAA6BB2146AE9B8771C87A29575AF6A4F6111810A0C8F5BBA7CE6C821E4F73DB6E8BDB2146AE9B8771C87A29575AF6A4F6111810A0C8F5BBA7CE6C821E4F73DB6E8BDB2146AE9B8771C87A29575AF6A4F6111810A0C8F5BBA7CE6C821E4F73DB6E8BDB2146AE9B8771C87A29575AF6A4F6111810A0C8F5BBA7CE6C821E4F73DB6E8BDB2146AE9B8771C87A29575AF6A4F6111810A0C8F5BBA7CE6C821E4F73DB6E8BDB2146AE9B8771C87A29575AF6A4F6111810A0C8F5BBA7CE6C821E4F73DB6E8BDB26B6736575EACE0A376D5C298A540BAAC28E396414547A97467CBAAA077ADEA626B6736575EACE0A376D5C298A540BAAC28E396414547A97467CBAAA077ADEA6710B698B2749D7106FB9C203CD26742DC2CCE1C99ED1515839DD251B11925C45A1CC5ADFFA487907A18C2F89B18139B74EB750D7211433245C4273F5C4987285B3D98D9A60C677866910376278713F80149DE10BB3FBB8862BA341DEDF12B933E022E4C450D5D2388D2EF6F073E83278FE7A32262017C016A7FA5BD9378E54FCEA7D65A58ADA97A86AE9315A12391C2A535C7E101D46FB0FD646DADF5166FB1EEF8790FEF31AD717082916359DDAC1F2B6FAFDC9D6BD2AF8D92407ECC23CB048
CCC(CC)(CC)CC(CC)(CC)CC,081ADECCFFD3046FBDA9E31530E0EFCB6C1530462EB0BC9F5DCEF26641EEB9BE081ADECCFFD3046FBDA9E31530E0EFCB6C1530462EB0BC9F5DCEF26641EEB9BECC7B1EBB53BCDF565E86F7D65C08B6342C8EF63399BAFCFC97AED44C33C4C05FD8CBB4D0DE73488CA79D1154C61D3A69AECA4220B26AFF8EB061F33850C3707CD8CBB4D0DE73488CA79D1154C61D3A69AECA4220B26AFF8EB061F33850C3707CD8CBB4D0DE73488CA79D1154C61D3A69AECA4220B26AFF8EB061F33850C3707CD8CBB4D0DE73488CA79D1154C61D3A69AECA4220B26AFF8EB061F33850C3707CD8CBB4D0DE73488CA79D1154C61D3A69AECA4220B26AFF8EB061F33850C3707CD8CBB4D0DE73488CA79D1154C61D3A69AECA4220B26AFF8EB061F33850C3707CF9EC2D3AD8DE3AB5AFCE9D6C5D924870FD8D3CF763D03875FEF7C525BC0CAA5AF9EC2D3AD8DE3AB5AFCE9D6C5D924870FD8D3CF763D03875FEF7C525BC0CAA5AF9EC2D3AD8DE3AB5AFCE9D6C5D924870FD8D3CF763D03875FEF7C525BC0CAA5AF9EC2D3AD8DE3AB5AFCE9D6C5D924870FD8D3CF763D03875FEF7C525BC0CAA5AF9EC2D3AD8DE3AB5AFCE9D6C5D924870FD8D3CF763D03875FEF7C525BC0CAA5AF9EC2D3AD8DE3AB5AFCE9D6C5D924870FD8D3CF763D03875FEF7C525BC0CAA5A
C.CC(C)C(=C(C(C)C)C(C)C)C(C)C,037472F7BE67A75D814FCD4E508BDBE2FA781C1267E534825D8367328364CE08037472F7BE67A75D814FCD4E508BDBE2FA781C1267E534825D8367328364CE082646FC92C6FA9533EA8ABA158765D0D16828A48F4674CCAB413F347BAA68CA932646FC92C6FA9533EA8ABA158765D0D16828A48F4674CCAB413F347BAA68CA932646FC92C6FA9533EA8ABA158765D0D16828A48F4674CCAB413F347BAA68CA932646FC92C6FA9533EA8ABA158765D0D16828A48F4674CCAB413F347BAA68CA9361660B4B48316A4948EF87A3E0945D21438BF3CFB7B788372B89E7488A3598D7E700142E7671A862D82FD082BC119342E7906F392D94DB96329041BAE456592AE700142E7671A862D82FD082BC119342E7906F392D94DB96329041BAE456592AE700142E7671A862D82FD082BC119342E7906F392D94DB96329041BAE456592AE700142E7671A862D82FD082BC119342E7906F392D94DB96329041BAE456592AE700142E7671A862D82FD082BC119342E7906F392D94DB96329041BAE456592AE700142E7671A862D82FD082BC119342E7906F392D94DB96329041BAE456592AE700142E7671A862D82FD082BC119342E7906F392D94DB96329041BAE456592AE700142E7671A862D82FD082BC119342E7906F392D94DB96329041BAE456592A
CCCC(C)CC(CC)CC(C)C(C)C,00DC7E998297EAE78B4940B11672705CB03ED4A81E339EC5E2E3AFB3C1F6A0DE134A6DBBFC24B5C891F20A20BAC0837832E7EC6581A5BA7DF4A35B0353033FA517F7EBC9C78AE7ACB620E38FF82604DAA260EE9101C187209213F0E6AE8B47F218A7346004090C3A3D62D1FE41FDD3C717C0462B0634C0E8BD89AFB19EA6953D1BA614B0D1C7BA276DC913599BC5248183EB795AD89F36E7B5CF90382F049DBB24DDE3772ED31DF60B248E48182EC107DAD7269E32E5DEBCBBC8EAF26F36B23B4BBDCCAEA480B93E211C7C094C944EAFD25CFDCEB105D642D085DFDB4764475576668BD63C03DB5F4C3625859B43D7BFC44ABDC750DB336518DDF8F96DB81B4886F6B23B7A6638C9649EB1BFC402AE0E86EB385541ED32254FA72D27BDBBB33986F6B23B7A6638C9649EB1BFC402AE0E86EB385541ED32254FA72D27BDBBB33987B1462C259403E1645A60511DD5F0B80F4DD79C793AD955181F96933DF63E46B6331633D91DB7E70EA4DB464B360E99295BCE8BCD4359DE0286D0CA987F5DD8C139E08B90DD6BFE9AB6FEA97C3AA729BC2A6CAE9136F57AB90233A9E6B45B12CF8F83C5019119DAC5407C50D8E00907AFDF58227733B4773CEAB2223E98832AF3E2E02277C50D0CA3FA2D585ADAD684899CBED6E826771F3FF7F6F2347BAF52
CC.CC1CC(C(C(C1)C(C)(C)C)C)C,175B36EF26756231598884E9E8237E76AAE24DA46E54CC0D3B4682EDB5EB35E8175B36EF26756231598884E9E8237E76AAE24DA46E54CC0D3B4682EDB5EB35E8175B36EF26756231598884E9E8237E76AAE24DA46E54CC0D3B4682EDB5EB35E81920EC1CB19D70AFD7DD4D1C31BCE56C25C07A25CCBACE10BFF2C4BF039D249C45747B16A536AD3417B2B0B7FD8EF8AE10EC22E3F24084C7DC6F0F60F129E5E449D622EC31E4DE58154FBF108F0BEE3B9A3FBD56C6134242FC3C56BD7CD30EFE49D622EC31E4DE58154FBF108F0BEE3B9A3FBD56C6134242FC3C56BD7CD30EFE501B4B5E094243C2101FFBDC65CE3B16AA26D794944E6A25D5A9BB0C712B663FA1878C5717303AE7FB2660EAE94D8960F0A445BC867F75BB2853156A9872F637A5BE8EF26ED055ACF4ED17D4B5F85684F1E4AF40874971651D826B5CE12BEFAAC09EE3E118B389C63D975B496A76DC66EE9E8F493C167A35BC6396D177625A6BC43E55C478055BF368B146940DEAC1D6D378B9E74A21D37E0D3CDC48BE87A230DFD8FC4C8E7A7684BACB9907EA45417AAA8007ED44DCCD60D8EBA7CA24AA59D2F217049466E50504851005855A8F03A31D814B6D742FE77E59560FC66AD1FA48F884F59B21E635246915377D39B97046791B54CE808036632098598F43A6492A
CC(C)C1(CCC1)C.CC(C)C(C)(C)C,23B86BB23A4A1735DDE1E08FA61E6134B817905DBBC3C03305AB109E9214C78823B86BB23A4A1735DDE1E08FA61E6134B817905DBBC3C03305AB109E9214C78839E40FBB40D9AD4EB836339E7AF076FED6EFD54CAF3613753526909A6FEBF9B63D52BB7EA7639F79AAB550E6B213BA2B9352F60FDBBD7E4EA850BD98E6C3E7173D52BB7EA7639F79AAB550E6B213BA2B9352F60FDBBD7E4EA850BD98E6C3E7173D52BB7EA7639F79AAB550E6B213BA2B9352F60FDBBD7E4EA850BD98E6C3E7174E1861B8863EE290D8283907CB380E5B2D1522BC8A5CACFCBF2502E3353430136C87D0712B6CEA94590E491093B704FD9BF2EBA804DF9014EE3CDC0F2093D79F6C87D0712B6CEA94590E491093B704FD9BF2EBA804DF9014EE3CDC0F2093D79F9CC5C2AABC8E080D411FF15E732403879897BA7F5A68241125CF4BCCD9BC8A84AAB84B6BB1F1160D784FADE19F27654894B148BEC8A432156EAF070B57E005B3B1A4D587C4136CC5A5B18622E2E19B5108128F13881DC25F54A3053A442CD1CCD53042947FD92782B603C5F4C502381A7A379A5C165BDE852C22FD286DC5D063E7AC881EBF3141AC8C8F8BD64B01C1FCFC34FFA8EF999B8B94F619C73356269CE7AC881EBF3141AC8C8F8BD64B01C1FCFC34FFA8EF999B8B94F619C73356269C
CCCC(C)C(CCC(C)CC)C(C)C,01F20569FC1C0BE987BD10B91B1440FCDC249C3E5C90D371C4EF722D055DE22301F20569FC1C0BE987BD10B91B1440FCDC249C3E5C90D371C4EF722D055DE22308BE415E8736B3973F371267A14B1D97CEF6722AEC4E266A1EB1EB55D043CC9F0D1C2AE210E69BB2A96B2D9465BBC67DB735FBDA3C86B5CE266986298A422F1D16D4FC78E90C5D4FB746DC08BF903F1D5CEA933C2456E268330E417801820F9B1A329584CFD9652041DB5E96A18F65F0BF829D35A3371CB929C2EF1367740740207DC4BF3BE01B6A7EDBD94B39F93396426D7FB66E96CD3CAE33DAE29E8B63984F91D6CF4E9EF2A72FCA3B6038896540F5F5837CF5437A4C8D54DB7DFF4A3B5056598090315CF6B194F03569AC3523494EFAAD3155D7C14796F549A588D6BDD759E39CF79BF863FB74E0C55DB7BC637E253313461C2B992C02D439E19934578E725E1BA67A3B94BD8CD0AA2B35337F6255361C7DE7609485B1B410E26EBA721E905A9CAE6B25747756C67C76113DA674487F0D8929CFC5C6FDACFAA2A08DE0E7AE83F022863E41137220E09E5E034BD84FBD18C4DEE2F3C7535430A74EDE8E31B6BD586B8512F8A750BAD20DD92446EFA4F347A8DBD67E36E2C885525C75BBF6FA0C26F3BF66ACEA99DEFE1C596D9FEE2C5486338F4C7BA399BF4ABCDE41B126
